"parents","n","labels","id"
"Ukraine",3,"Film Noir","Ukraine  -  Film Noir"
"Ukraine",2,"Game Show","Ukraine  -  Game Show"
"Ukraine",27,"Horror","Ukraine  -  Horror"
"Ukraine",3,"Music","Ukraine  -  Music"
"Ukraine",1,"Musical","Ukraine  -  Musical"
"Ukraine",45,"Mystery","Ukraine  -  Mystery"
"Ukraine",4,"Reality TV","Ukraine  -  Reality TV"
"Ukraine",73,"Romance","Ukraine  -  Romance"
"Ukraine",25,"Sci Fi","Ukraine  -  Sci Fi"
"Ukraine",1,"Short","Ukraine  -  Short"
"Ukraine",10,"Sport","Ukraine  -  Sport"
"Ukraine",2,"Talk Show","Ukraine  -  Talk Show"
"Ukraine",73,"Thriller","Ukraine  -  Thriller"
"Ukraine",2,"War","Ukraine  -  War"
"United Arab Emirates",203,"Action","United Arab Emirates  -  Action"
"United Arab Emirates",1,"Adult","United Arab Emirates  -  Adult"
"United Arab Emirates",110,"Adventure","United Arab Emirates  -  Adventure"
"United Arab Emirates",37,"Animation","United Arab Emirates  -  Animation"
"United Arab Emirates",21,"Biography","United Arab Emirates  -  Biography"
"United Arab Emirates",172,"Comedy","United Arab Emirates  -  Comedy"
"United Arab Emirates",132,"Crime","United Arab Emirates  -  Crime"
"United Arab Emirates",25,"Documentary","United Arab Emirates  -  Documentary"
"United Arab Emirates",350,"Drama","United Arab Emirates  -  Drama"
"United Arab Emirates",14,"Family","United Arab Emirates  -  Family"
"United Arab Emirates",41,"Fantasy","United Arab Emirates  -  Fantasy"
"United Arab Emirates",2,"Film Noir","United Arab Emirates  -  Film Noir"
"United Arab Emirates",9,"Game Show","United Arab Emirates  -  Game Show"
"United Arab Emirates",5,"History","United Arab Emirates  -  History"
"United Arab Emirates",28,"Horror","United Arab Emirates  -  Horror"
"United Arab Emirates",1,"Music","United Arab Emirates  -  Music"
"United Arab Emirates",2,"Musical","United Arab Emirates  -  Musical"
"United Arab Emirates",51,"Mystery","United Arab Emirates  -  Mystery"
"United Arab Emirates",16,"Reality TV","United Arab Emirates  -  Reality TV"
"United Arab Emirates",106,"Romance","United Arab Emirates  -  Romance"
"United Arab Emirates",27,"Sci Fi","United Arab Emirates  -  Sci Fi"
"United Arab Emirates",7,"Sport","United Arab Emirates  -  Sport"
"United Arab Emirates",86,"Thriller","United Arab Emirates  -  Thriller"
"United Arab Emirates",5,"War","United Arab Emirates  -  War"
"United Kingdom",177,"Action","United Kingdom  -  Action"
"United Kingdom",4,"Adult","United Kingdom  -  Adult"
"United Kingdom",136,"Adventure","United Kingdom  -  Adventure"
"United Kingdom",60,"Animation","United Kingdom  -  Animation"
"United Kingdom",16,"Biography","United Kingdom  -  Biography"
"United Kingdom",220,"Comedy","United Kingdom  -  Comedy"
"United Kingdom",114,"Crime","United Kingdom  -  Crime"
"United Kingdom",38,"Documentary","United Kingdom  -  Documentary"
"United Kingdom",288,"Drama","United Kingdom  -  Drama"
"United Kingdom",26,"Family","United Kingdom  -  Family"
"United Kingdom",40,"Fantasy","United Kingdom  -  Fantasy"
"United Kingdom",3,"Film Noir","United Kingdom  -  Film Noir"
"United Kingdom",5,"Game Show","United Kingdom  -  Game Show"
"United Kingdom",3,"History","United Kingdom  -  History"
"United Kingdom",30,"Horror","United Kingdom  -  Horror"
"United Kingdom",1,"Music","United Kingdom  -  Music"
"United Kingdom",2,"Musical","United Kingdom  -  Musical"
"United Kingdom",38,"Mystery","United Kingdom  -  Mystery"
"United Kingdom",18,"Reality TV","United Kingdom  -  Reality TV"
"United Kingdom",76,"Romance","United Kingdom  -  Romance"
"United Kingdom",34,"Sci Fi","United Kingdom  -  Sci Fi"
"United Kingdom",3,"Short","United Kingdom  -  Short"
"United Kingdom",12,"Sport","United Kingdom  -  Sport"
"United Kingdom",73,"Thriller","United Kingdom  -  Thriller"
"United Kingdom",4,"War","United Kingdom  -  War"
"United Kingdom",1,"Western","United Kingdom  -  Western"
"United States",147,"Action","United States  -  Action"
"United States",2,"Adult","United States  -  Adult"
"United States",115,"Adventure","United States  -  Adventure"
"United States",48,"Animation","United States  -  Animation"
"United States",8,"Biography","United States  -  Biography"
"United States",170,"Comedy","United States  -  Comedy"
"United States",116,"Crime","United States  -  Crime"
"United States",33,"Documentary","United States  -  Documentary"
"United States",281,"Drama","United States  -  Drama"
"United States",31,"Family","United States  -  Family"
"United States",26,"Fantasy","United States  -  Fantasy"
"United States",4,"Film Noir","United States  -  Film Noir"
"United States",10,"Game Show","United States  -  Game Show"
"United States",31,"Horror","United States  -  Horror"
"United States",9,"Music","United States  -  Music"
"United States",56,"Mystery","United States  -  Mystery"
"United States",23,"Reality TV","United States  -  Reality TV"
"United States",73,"Romance","United States  -  Romance"
"United States",37,"Sci Fi","United States  -  Sci Fi"
"United States",27,"Sport","United States  -  Sport"
"United States",46,"Thriller","United States  -  Thriller"
"United States",7,"War","United States  -  War"
"United States",3,"Western","United States  -  Western"
"Uruguay",131,"Action","Uruguay  -  Action"
"Uruguay",1,"Adult","Uruguay  -  Adult"
"Uruguay",101,"Adventure","Uruguay  -  Adventure"
"Uruguay",50,"Animation","Uruguay  -  Animation"
"Uruguay",13,"Biography","Uruguay  -  Biography"
"Uruguay",165,"Comedy","Uruguay  -  Comedy"
"Uruguay",155,"Crime","Uruguay  -  Crime"
"Uruguay",19,"Documentary","Uruguay  -  Documentary"
"Uruguay",371,"Drama","Uruguay  -  Drama"
"Uruguay",14,"Family","Uruguay  -  Family"
"Uruguay",16,"Fantasy","Uruguay  -  Fantasy"
"Uruguay",2,"Film Noir","Uruguay  -  Film Noir"
"Uruguay",1,"Game Show","Uruguay  -  Game Show"
"Uruguay",5,"History","Uruguay  -  History"
"Uruguay",30,"Horror","Uruguay  -  Horror"
"Uruguay",35,"Music","Uruguay  -  Music"
"Uruguay",2,"Musical","Uruguay  -  Musical"
"Uruguay",59,"Mystery","Uruguay  -  Mystery"
"Uruguay",3,"Reality TV","Uruguay  -  Reality TV"
"Uruguay",88,"Romance","Uruguay  -  Romance"
"Uruguay",15,"Sci Fi","Uruguay  -  Sci Fi"
"Uruguay",9,"Sport","Uruguay  -  Sport"
"Uruguay",1,"Talk Show","Uruguay  -  Talk Show"
"Uruguay",86,"Thriller","Uruguay  -  Thriller"
"Uruguay",3,"War","Uruguay  -  War"
"Uruguay",4,"Western","Uruguay  -  Western"
"Venezuela",131,"Action","Venezuela  -  Action"
"Venezuela",3,"Adult","Venezuela  -  Adult"
"Venezuela",74,"Adventure","Venezuela  -  Adventure"
"Venezuela",41,"Animation","Venezuela  -  Animation"
"Venezuela",7,"Biography","Venezuela  -  Biography"
"Venezuela",176,"Comedy","Venezuela  -  Comedy"
"Venezuela",123,"Crime","Venezuela  -  Crime"
"Venezuela",18,"Documentary","Venezuela  -  Documentary"
"Venezuela",322,"Drama","Venezuela  -  Drama"
"Venezuela",15,"Family","Venezuela  -  Family"
"Venezuela",15,"Fantasy","Venezuela  -  Fantasy"
"Venezuela",2,"Film Noir","Venezuela  -  Film Noir"
"Venezuela",22,"Horror","Venezuela  -  Horror"
"Venezuela",27,"Music","Venezuela  -  Music"
"Venezuela",2,"Musical","Venezuela  -  Musical"
"Venezuela",44,"Mystery","Venezuela  -  Mystery"
"Venezuela",3,"Reality TV","Venezuela  -  Reality TV"
"Venezuela",122,"Romance","Venezuela  -  Romance"
"Venezuela",12,"Sci Fi","Venezuela  -  Sci Fi"
"Venezuela",10,"Sport","Venezuela  -  Sport"
"Venezuela",85,"Thriller","Venezuela  -  Thriller"
"Venezuela",3,"War","Venezuela  -  War"
"Venezuela",4,"Western","Venezuela  -  Western"
"Vietnam",254,"Action","Vietnam  -  Action"
"Vietnam",132,"Adventure","Vietnam  -  Adventure"
"Vietnam",24,"Animation","Vietnam  -  Animation"
"Vietnam",8,"Biography","Vietnam  -  Biography"
"Vietnam",237,"Comedy","Vietnam  -  Comedy"
"Vietnam",119,"Crime","Vietnam  -  Crime"
"Vietnam",11,"Documentary","Vietnam  -  Documentary"
"Vietnam",326,"Drama","Vietnam  -  Drama"
"Vietnam",32,"Family","Vietnam  -  Family"
"Vietnam",43,"Fantasy","Vietnam  -  Fantasy"
"Vietnam",2,"Film Noir","Vietnam  -  Film Noir"
"Vietnam",1,"Game Show","Vietnam  -  Game Show"
"Vietnam",17,"History","Vietnam  -  History"
"Vietnam",32,"Horror","Vietnam  -  Horror"
"Vietnam",4,"Music","Vietnam  -  Music"
"Vietnam",4,"Musical","Vietnam  -  Musical"
"Vietnam",51,"Mystery","Vietnam  -  Mystery"
"Vietnam",1,"Reality TV","Vietnam  -  Reality TV"
"Vietnam",127,"Romance","Vietnam  -  Romance"
"Vietnam",52,"Sci Fi","Vietnam  -  Sci Fi"
"Vietnam",3,"Short","Vietnam  -  Short"
"Vietnam",2,"Sport","Vietnam  -  Sport"
"Vietnam",94,"Thriller","Vietnam  -  Thriller"
"Vietnam",4,"War","Vietnam  -  War"
"Vietnam",3,"Western","Vietnam  -  Western"
NA,1223,"Argentina","Argentina"
NA,1477,"Australia","Australia"
NA,1472,"Austria","Austria"
NA,1363,"Bahamas","Bahamas"
NA,1390,"Bahrain","Bahrain"
NA,1486,"Bangladesh","Bangladesh"
NA,1420,"Belgium","Belgium"
NA,1308,"Bolivia","Bolivia"
NA,1520,"Brazil","Brazil"
NA,1446,"Bulgaria","Bulgaria"
NA,1374,"Canada","Canada"
NA,1342,"Chile","Chile"
NA,1296,"Colombia","Colombia"
NA,1310,"Costa Rica","Costa Rica"
NA,1379,"Croatia","Croatia"
NA,1426,"Cyprus","Cyprus"
NA,1456,"Czech Republic","Czech Republic"
NA,1432,"Denmark","Denmark"
NA,1268,"Dominican Republic","Dominican Republic"
NA,1259,"Ecuador","Ecuador"
NA,1362,"Egypt","Egypt"
NA,1245,"El Salvador","El Salvador"
NA,1379,"Estonia","Estonia"
NA,1428,"Finland","Finland"
NA,1456,"France","France"
NA,1502,"Germany","Germany"
NA,1391,"Greece","Greece"
NA,1396,"Guadeloupe","Guadeloupe"
NA,1251,"Guatemala","Guatemala"
NA,1255,"Honduras","Honduras"
NA,1496,"Hong Kong","Hong Kong"
NA,1454,"Hungary","Hungary"
NA,1395,"Iceland","Iceland"
NA,1510,"India","India"
NA,1417,"Indonesia","Indonesia"
NA,1399,"Ireland","Ireland"
NA,1389,"Israel","Israel"
NA,1398,"Italy","Italy"
NA,1433,"Jamaica","Jamaica"
NA,1428,"Japan","Japan"
NA,1433,"Jordan","Jordan"
NA,1397,"Kenya","Kenya"
NA,1427,"Kuwait","Kuwait"
NA,1417,"Latvia","Latvia"
NA,1439,"Lebanon","Lebanon"
NA,1297,"Lithuania","Lithuania"
NA,1435,"Luxembourg","Luxembourg"
NA,1476,"Malaysia","Malaysia"
NA,1399,"Maldives","Maldives"
NA,1387,"Malta","Malta"
NA,1407,"Martinique","Martinique"
NA,1429,"Mauritius","Mauritius"
NA,1345,"Mexico","Mexico"
NA,1485,"Morocco","Morocco"
NA,1397,"Netherlands","Netherlands"
NA,1436,"New Caledonia","New Caledonia"
NA,1415,"New Zealand","New Zealand"
NA,1240,"Nicaragua","Nicaragua"
NA,1310,"Nigeria","Nigeria"
NA,1450,"Norway","Norway"
NA,1186,"Oman","Oman"
NA,1583,"Pakistan","Pakistan"
NA,1336,"Panama","Panama"
NA,1324,"Paraguay","Paraguay"
NA,1295,"Peru","Peru"
NA,1438,"Philippines","Philippines"
NA,1466,"Poland","Poland"
NA,1365,"Portugal","Portugal"
NA,1428,"Qatar","Qatar"
NA,1424,"Réunion","Réunion"
NA,1419,"Romania","Romania"
NA,1524,"Russia","Russia"
NA,1412,"Saudi Arabia","Saudi Arabia"
NA,1420,"Serbia","Serbia"
NA,1412,"Singapore","Singapore"
NA,1445,"Slovakia","Slovakia"
NA,1310,"Slovenia","Slovenia"
NA,1424,"South Africa","South Africa"
NA,1229,"South Korea","South Korea"
NA,1362,"Spain","Spain"
NA,1390,"Sri Lanka","Sri Lanka"
NA,1420,"Sweden","Sweden"
NA,1458,"Switzerland","Switzerland"
NA,1435,"Taiwan","Taiwan"
NA,1496,"Thailand","Thailand"
NA,1378,"Trinidad and Tobago","Trinidad and Tobago"
NA,1468,"Turkey","Turkey"
NA,1469,"Ukraine","Ukraine"
NA,1451,"United Arab Emirates","United Arab Emirates"
NA,1422,"United Kingdom","United Kingdom"
NA,1303,"United States","United States"
NA,1379,"Uruguay","Uruguay"
NA,1261,"Venezuela","Venezuela"
NA,1583,"Vietnam","Vietnam"
