"country_name","genres","n"
"United Kingdom","Fantasy",40
"United Kingdom","Film-Noir",3
"United Kingdom","Game-Show",5
"United Kingdom","History",3
"United Kingdom","Horror",30
"United Kingdom","Music",1
"United Kingdom","Musical",2
"United Kingdom","Mystery",38
"United Kingdom","Reality-TV",18
"United Kingdom","Romance",76
"United Kingdom","Sci-Fi",34
"United Kingdom","Short",3
"United Kingdom","Sport",12
"United Kingdom","Thriller",73
"United Kingdom","War",4
"United Kingdom","Western",1
"United States","Action",147
"United States","Adult",2
"United States","Adventure",115
"United States","Animation",48
"United States","Biography",8
"United States","Comedy",170
"United States","Crime",116
"United States","Documentary",33
"United States","Drama",281
"United States","Family",31
"United States","Fantasy",26
"United States","Film-Noir",4
"United States","Game-Show",10
"United States","Horror",31
"United States","Music",9
"United States","Mystery",56
"United States","Reality-TV",23
"United States","Romance",73
"United States","Sci-Fi",37
"United States","Sport",27
"United States","Thriller",46
"United States","War",7
"United States","Western",3
"Uruguay","Action",131
"Uruguay","Adult",1
"Uruguay","Adventure",101
"Uruguay","Animation",50
"Uruguay","Biography",13
"Uruguay","Comedy",165
"Uruguay","Crime",155
"Uruguay","Documentary",19
"Uruguay","Drama",371
"Uruguay","Family",14
"Uruguay","Fantasy",16
"Uruguay","Film-Noir",2
"Uruguay","Game-Show",1
"Uruguay","History",5
"Uruguay","Horror",30
"Uruguay","Music",35
"Uruguay","Musical",2
"Uruguay","Mystery",59
"Uruguay","Reality-TV",3
"Uruguay","Romance",88
"Uruguay","Sci-Fi",15
"Uruguay","Sport",9
"Uruguay","Talk-Show",1
"Uruguay","Thriller",86
"Uruguay","War",3
"Uruguay","Western",4
"Venezuela","Action",131
"Venezuela","Adult",3
"Venezuela","Adventure",74
"Venezuela","Animation",41
"Venezuela","Biography",7
"Venezuela","Comedy",176
"Venezuela","Crime",123
"Venezuela","Documentary",18
"Venezuela","Drama",322
"Venezuela","Family",15
"Venezuela","Fantasy",15
"Venezuela","Film-Noir",2
"Venezuela","Horror",22
"Venezuela","Music",27
"Venezuela","Musical",2
"Venezuela","Mystery",44
"Venezuela","Reality-TV",3
"Venezuela","Romance",122
"Venezuela","Sci-Fi",12
"Venezuela","Sport",10
"Venezuela","Thriller",85
"Venezuela","War",3
"Venezuela","Western",4
"Vietnam","Action",254
"Vietnam","Adventure",132
"Vietnam","Animation",24
"Vietnam","Biography",8
"Vietnam","Comedy",237
"Vietnam","Crime",119
"Vietnam","Documentary",11
"Vietnam","Drama",326
"Vietnam","Family",32
"Vietnam","Fantasy",43
"Vietnam","Film-Noir",2
"Vietnam","Game-Show",1
"Vietnam","History",17
"Vietnam","Horror",32
"Vietnam","Music",4
"Vietnam","Musical",4
"Vietnam","Mystery",51
"Vietnam","Reality-TV",1
"Vietnam","Romance",127
"Vietnam","Sci-Fi",52
"Vietnam","Short",3
"Vietnam","Sport",2
"Vietnam","Thriller",94
"Vietnam","War",4
"Vietnam","Western",3
